user_id,display_name,heading,location,description,describe_seeking,looking_for,seeking,age,height,body_type,ethnicity,hair_color,eye_color,piercings,tattoos,smoker,drinks,education,relationship_status,images,additional_images,private_images
946,CREED777,"Hey welcome my profile, Cool ass Georgeanna girl 🇺🇲😜","Orlando, Florida, USA",Gotta good doing onlyfan Page 📄,Daily Meetup and dating,Discuss When Meet,"Online Relationship Only, Emotional connection",,,Curvy,,,,,,Social,,,Single,"https://adultarrangements.com/wp-content/uploads/2023/08/Screenshot_20230728-002928_Instagram.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/08/Screenshot_20230728-002759_Instagram.jpg",https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/08/Screenshot_20230728-002759_Instagram.jpg,"https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/08/IMG_20230811_003051.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/08/Screenshot_20230810-203500_Instagram.jpg"
947,Prodingo10,Sacramento,"Sacramento, CA, USA",Hit me up,,Discuss When Meet,"Travel, Luxury Lifestyle, Designer gifts, Online Relationship Only, Mentorship, Platonic, Investor, Discretion, Romance, Dinner dates, Emotional connection, Financial Assistance",,1.81 m - 1.85 m,Athletic,,,,,,Social,,,Single,https://adultarrangements.com/wp-content/uploads/2023/08/IMG_1034.jpeg,,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/08/image1.jpg
948,SecretSugarQ,,"Jacksonville, FL, USA",,,,,,,,,,,,,,,,,,,
949,heatherneedssugar,,"Fort Worth, TX, USA",,,,,,,,,,,,,,,,,,,
950,Ms. Confident,,"San Jose, CA, USA",,,Discuss When Meet,,,,Slim,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2023/08/IMG_20230728_182500601_HDR2.jpg,,
951,Kezzy Baby,Adventure Awaits Us !,"CT, USA",ready for the unknown that await us .Let’s travel. Let’s Eat together .Lets enjoy one another .Big cuddler 💜Great listener 💜,Sugar Mommy /Sweet Daddy,Discuss When Meet,"Travel, Luxury Lifestyle, Mentorship, Investor, Discretion, Romance, Dinner dates, Emotional connection, Financial Assistance",,1.56 m - 1.60 m,Curvy,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2023/08/C8A802C3-D4C1-4F4A-8DB0-DEC2C7B17182.jpeg,,
952,04S1S,,"Phoenix, AZ, USA",,,,,,,,,,,,,,,,,,,
953,Vlad79,,"Oklahoma City, OK, USA",,,Arrangement Value,,,,Average,,,,,,Social,,,Single,https://adultarrangements.com/wp-content/uploads/2023/08/IMG-20230419-WA00031.jpg,,
954,lacurvy,Cute fun lovin submissive,"Eugene, OR, USA","I enjoy seeing others happy. In all aspects of life. Gift giving is my love language. I’m pretty crafty so you’ll never know what you’ll get. My newest hobby is rug tufting! I enjoy nice dinners, but the real joy is creating memories. Long term or short.",Enjoying a new state with someone who is willing to show me around.,Discuss When Meet,"Discretion, Romance, Financial Assistance",,1.56 m - 1.60 m,Curvy,,,,,,Social,,,Single,"https://adultarrangements.com/wp-content/uploads/2023/08/IMG_2559.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/08/IMG_2252.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/08/IMG_2173.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/08/IMG_2152.jpeg","https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/08/IMG_2252.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/08/IMG_2173.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/08/IMG_2152.jpeg","https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/08/IMG_2284.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/08/IMG_2292.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/08/IMG_2208.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/08/IMG_2188.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/08/IMG_2113.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/08/IMG_2086.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/08/IMG_2084.jpeg"
957,ROJA,"Sweet, funny, ambitious, thoughtful, easy-goin","Sydney NSW, Australia","Lets catch up on coffee. first time here bit nervous  please be gentle,",arrangement to spoil and friendship with benefits,Arrangement Value,,,1.76 m - 1.80 m,Well Built,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2023/08/Welcome-Scan.jpg,,
958,Montana,,"Scranton, PA, USA",,,,,,,,,,,,,,,,,,,
959,IrishmanJC,,"Norman, OK, USA","Hey there! I'm a passionate guy with a love for exploring new places. From sandy beaches to bustling cities, count me in! Brown-haired and ready for a serious relationship, I'm seeking a female who shares my zest for adventure. If you're up for an exciting journey, let's connect! Dtf or hookup as well.",,Discuss When Meet,"Travel, Romance, Emotional connection",,,Average,,,,,,No,,,Single,"https://adultarrangements.com/wp-content/uploads/2023/09/Snapchat-1213911411.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/IMG_20230728_111040_147.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/Snapchat-1251539698.jpg","https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/IMG_20230728_111040_147.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/Snapchat-1251539698.jpg",https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/edited_IMG_20230718_004908437_HDR.jpg
961,cherigirl,,"Sydney NSW, Australia",,,Arrangement Value,"Travel, Designer gifts, Platonic, Dinner dates, Financial Assistance",,1.71 m - 1.75 m,Hot,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2023/09/IMG_4619-1-scaled.jpeg,,
962,Tiny sweet sugar baby needs help,Tiny and sweet sugar baby needs help!!!!,"NJ, USA",Just ask,,Arrangement Value,"Designer gifts, Online Relationship Only, Discretion, Romance, Financial Assistance",,,Petite,,,,,,Yes,,,Single,https://adultarrangements.com/wp-content/uploads/2023/09/Snapchat-888193371.jpg,,
963,Thejakeman,Wanna be my baby,"Marshalltown, IA, USA",,,Discuss When Meet,,,1.71 m - 1.75 m,Slim,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2023/09/16943925212305456539734627503187.jpg,,
964,Me,Latín Dancer,"Bradenton, FL, USA",,Hey I’m searching for a win win companionship where we discuss what we can offer,Discuss When Meet,"Travel, Luxury Lifestyle, Designer gifts, Mentorship, Investor, Discretion, Romance, Dinner dates, Emotional connection, Financial Assistance",,,,,,,,,No,,,Single,"https://adultarrangements.com/wp-content/uploads/2023/09/IMG_1987.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/IMG_2028.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/IMG_2008.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/IMG_19871.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/IMG_1677.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/IMG_1591.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/IMG_1598.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/IMG_1564.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/IMG_1572.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/IMG_1550.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/IMG_1501.jpeg","https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/IMG_2028.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/IMG_2008.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/IMG_19871.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/IMG_1677.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/IMG_1591.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/IMG_1598.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/IMG_1564.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/IMG_1572.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/IMG_1550.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/09/IMG_1501.jpeg",
967,ClevelandMan4Asian,Ohio man seeking  mature  Asian  women,"Cleveland, OH, USA",Hard-working  resourceful  man seeking  true friendship  of a mature Asian woman,"I'm seeking  a mature  Asian  lady to spend time  with and get to know , seeking  a long term friend",Discuss When Meet,,,1.86 m - 1.90 m,Average,,,,,,No,,,Rather Not Say,https://adultarrangements.com/wp-content/uploads/2023/10/20230902_123817-scaled.jpg,,
968,foxyglam15,Shhhh!!!! Let’s go have some fun,"Denver, CO, USA",Well I’m a business administration student.I’m 5’8. Very curvy. Nice smile. Soft spoken. Always have a good attitude. I’m always down for a good time. Even if it’s watching a movie. I love to look good and keep a big smile always. I am very good. Love to keep my attention to whom I’m hanging out with!  I want a Generous man! I had a real sweet SD in the pass who treated me like a QUEEN!,"I am looking for a travel companion, someone who I can rely on. Has a good time out. Likes trying new foods. Someone I can laugh with! I’m looking for a SD!",Arrangement Value,"Travel, Luxury Lifestyle, Designer gifts, Online Relationship Only, Mentorship, Platonic, Investor, Discretion, Romance, Dinner dates, Emotional connection, Financial Assistance",,1.71 m - 1.75 m,Curvy,,,,,,No,,,Single,"https://adultarrangements.com/wp-content/uploads/2023/10/IMG_4672.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_46721.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_4671.jpeg","https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_46721.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_4671.jpeg","https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_4811.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_4812.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/123_1.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/Untitled-design-13.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/WIN_20230426_21_39_34_Pro.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/WIN_20230426_21_39_44_Pro.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/WIN_20230426_21_39_24_Pro.jpeg"
969,Sokey,,"Omaha, NE, USA",,"Respect, fun , and good vibe",Arrangement Value,,,1.90 m - 1.95 m,Average,,,,,,Yes,,,Single,"https://adultarrangements.com/wp-content/uploads/2023/10/557D5701-E4A7-4A59-9013-817FB4EDA684.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/7FBBFA02-406B-4DEB-9302-9615D06B1685.jpeg",https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/7FBBFA02-406B-4DEB-9302-9615D06B1685.jpeg,
970,GodsGiftThirdEye3x,It’s a million other places u can be but you here with me. I appreciate that.,"Milwaukee, WI 53216, USA",Keep me in the finer things and I’ll never 👎🏾 let u down or frown. It’s our world baby so let’s start building in it.,The ones who love me no matter what! Hello 👋🏾,Discuss When Meet,"Travel, Luxury Lifestyle, Designer gifts, Online Relationship Only, Mentorship, Platonic, Investor, Discretion, Romance, Dinner dates, Emotional connection, Financial Assistance",,,Average,,,,,,No,,,Single,"https://adultarrangements.com/wp-content/uploads/2023/10/IMG_2209.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_2572.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_2357.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_2350.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_2354.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_2355.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_2303.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_2204.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_2168.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_2095.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_2632.jpeg","https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_2572.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_2357.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_2350.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_2354.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_2355.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_2303.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_2204.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_2168.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_2095.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_2632.jpeg",
971,ianfla,,"Tampa, FL, USA",,,,,,,,,,,,,,,,,,,
972,Sweet emoji,Love is from once heart,"Canada, KY, USA",Am sweet emoji and am from canada and am 30year old and am schooling,Am looking for a serious relationship and a man to have my family with,Discuss When Meet,,,1.96 m - 2.00 m,Average,,,,,,No,,,Single,"https://adultarrangements.com/wp-content/uploads/2023/10/eva-lovia-face-wallpaper-68971-71317-hd-wallpapers.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/6d0dbbf98c6c5daecddf0a44d9fe6833.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/eva-lovia-ec5y6zp72g-622x1106.jpg","https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/6d0dbbf98c6c5daecddf0a44d9fe6833.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/eva-lovia-ec5y6zp72g-622x1106.jpg",https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/image.jpg
973,KMichele,"I love lunch dates , concerts , weekend getaways .","Las Vegas, NV, USA",Looking for friendships &amp; possibly more if the vibes are right .,Fun time out . I love lunch & coffee dates . Possibly dinner dates .,Arrangement Value,"Travel, Luxury Lifestyle, Designer gifts, Discretion, Romance, Dinner dates, Emotional connection, Financial Assistance",,,Curvy,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2023/10/IMG_9676.jpeg,,
975,Nate,Here for a good time not a long time,"Penrith NSW, Australia","Self employed builder, I work hard and like to play hard when I can. When I get some spare time I like to go bush and camp out under the stars, ride my dirt bike and fish a little.",A down to earth chick that's up for some mutually beneficial fun.,Arrangement Value,,,,Well Built,,,,,,Vape,,,Single,"https://adultarrangements.com/wp-content/uploads/2023/10/dad10a.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/dad10b.jpeg",https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/dad10b.jpeg,
976,Frank,Born again,"Brisbane QLD, Australia",Starting out in the dating world for the first time in over 30 years. Excited to meet some fun and interesting people that I can spend some quality time with.,would prefer to meet babes 30 plus please. a person that's looking for an in-depth connection.,Arrangement Value,,,,Average,,,,,,No,,,Divorced,"https://adultarrangements.com/wp-content/uploads/2023/10/dad-91-b.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/dad-91-c.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/dad-91.jpeg","https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/dad-91-c.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/dad-91.jpeg",
977,Raul 52,GR8 DAD JOKES,"Perth WA, Australia","Im an easy going type of person. I work solely to be able to do the things I most enjoy. Love a good walk in nature, film festivals anything to do with the arts.","A companion, a person that has intellect and can hold conversation. A person that has read at least one book this year.",Discuss When Meet,,,,Average,,,,,,Social,,,Rather Not Say,https://adultarrangements.com/wp-content/uploads/2023/10/Dad-99.jpeg,,
978,Rolls,Generous benefactor,"Canberra ACT, Australia","Self employed, thought I would have a look at sugar dating and see if there is person or persons that I can connect with and have some fun.",an attractive babe that likes to go to good restaurants and has their own life going as well.,Arrangement Value,,,1.71 m - 1.75 m,Athletic,,,,,,Vape,,,Single,https://adultarrangements.com/wp-content/uploads/2023/10/dad-74.jpeg,,
979,Lee,,South Africa,,,,,,,,,,,,,,,,,,,
980,Roger12,Join me for a cocktail ?,"Sydney NSW, Australia","Let me prove to you that not all accountants are boring. I have a love of life and I do my best to squeeze as much fun out of it as I can. I enjoy the water, fine dining and live entertainment.",At this stage a fun companion for casual meet ups and some fun. A person who is easy to get along with and is not callused by life.,Discuss When Meet,,,1.76 m - 1.80 m,Slim,,,,,,No,,,Separated,https://adultarrangements.com/wp-content/uploads/2023/10/Dad-95.jpeg,,
981,Rapture,Lets have some Fun,"Melbourne VIC, Australia",Let me tell you over dinner.,Im open to anything at this point.,Arrangement Value,,,1.71 m - 1.75 m,Athletic,,,,,,Vape,,,Single,https://adultarrangements.com/wp-content/uploads/2023/10/133.jpeg,,
982,Nike,Lets see where this can go,"Adelaide SA, Australia","I own and run three businesses, all my own start ups. I have got yo the point now where I need to socialise more and have some down time and fun.","Im looking for a person that can when I am with them I don't even consider thinking about work. 
A person that can teach me how to relax.",Arrangement Value,,,,Average,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2023/10/Dad-100.jpeg,,
983,Sam88,What's to loose ?,"Perth WA, Australia","Im a bit geeky, I enjoy roll playing games and like to draw Anime charactors. Great foody as you can probably tell lol. I don't take life too seriously, just as much as is needed. You might be thinking well how is this laid back guy. Let's just say inheritance, enables me to live what ever lifestyle I choose.",Someone that will genuinely enjoy spending time with me and I will enjoy spending my time with them.,Arrangement Value,,,,Few extra pounds,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2023/10/dad-71.jpeg,,
984,Don,Let me indulge you,"Sydney NSW, Australia","Easy going, generous. Drama and baggage free. Like to travel, visit exotic locations. Passion for cars and anything fast rearly.","Looking to start casual and if anything should develop into more, then I'm open to any options.
Guess we should start at the beginning and meet and say Hi x",Discuss When Meet,,,1.71 m - 1.75 m,Few extra pounds,,,,,,Vape,,,Single,https://adultarrangements.com/wp-content/uploads/2023/10/dad-66.jpeg,,
985,Plato,Your Silver fox,"Sydney NSW, Australia","Never know quite what to say when faced with that question. How about I just assure you of the most important fact, that being I am not a serial killer and you can find out the rest as we get to know one another.",Great company,Discuss When Meet,,,1.76 m - 1.80 m,Slim,,,,,,Light,,,Single,https://adultarrangements.com/wp-content/uploads/2023/10/138.jpeg,,
986,Stevie,Pleasure to meet you,"Tasmania, Australia","Ive been separated now for over 2 years, so I feel its high time I started to date again and I thought what better way to get back on the horse so to speak than to give sugar dating a try.","im looking for a babe that is a little of an enigma in that fully understanding the non serious aspect of sugar dating, i would like there to be a genuine warmth and connection.",Arrangement Value,,,1.71 m - 1.75 m,Average,,,,,,No,,,Separated,https://adultarrangements.com/wp-content/uploads/2023/10/dad-83.jpeg,,
987,pot,pot,"Sydney NSW, Australia",pot pot,pot pot,Discuss When Meet,,,1.56 m - 1.60 m,Slim,,,,,,Yes,,,Divorced,"https://adultarrangements.com/wp-content/uploads/2023/10/image1.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/image2.jpg",https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/image2.jpg,
988,Nahara,,Philippines,,,Arrangement Value,"Travel, Luxury Lifestyle, Online Relationship Only, Investor, Romance, Dinner dates, Emotional connection, Financial Assistance",,1.61 m - 1.65 m,Slim,,,,,,No,,,Single,"https://adultarrangements.com/wp-content/uploads/2023/10/FB_IMG_1697115199732.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/FB_IMG_1697115202769.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/FB_IMG_1697115050989.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/received_758992489328518.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_20230101_204914_375.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/FB_IMG_1697115076864.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/received_805118574129657.jpeg","https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/FB_IMG_1697115202769.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/FB_IMG_1697115050989.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/received_758992489328518.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_20230101_204914_375.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/FB_IMG_1697115076864.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/received_805118574129657.jpeg","https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_20221225_005732_630.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/IMG_20230101_205151_628.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/received_1693909051043778.jpeg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-978d75f59202eefdbd7719e5e2e834ee/2023/10/received_211744768424959.jpeg"
989,Rubybaby,,"Houston, 德克薩斯美國",,,Arrangement Value,"Luxury Lifestyle, Investor, Dinner dates, Emotional connection, Financial Assistance",,1.56 m - 1.60 m,Curvy,,,,,,No,,,Separated,https://adultarrangements.com/wp-content/uploads/2023/10/P_20230827_1459113.jpg,,
990,Betta32,,"Palm Coast, FL, USA",,Seeking sugar momma,Arrangement Value,"Travel, Luxury Lifestyle, Designer gifts, Online Relationship Only, Mentorship, Platonic, Investor, Discretion, Romance, Dinner dates, Emotional connection, Financial Assistance",,,,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2023/10/IMG_2023-08-16-12-54-48-243.jpg,,
991,405Iron,,"Oklahoma City, OK, USA",,,Discuss When Meet,,,1.96 m - 2.00 m,Few extra pounds,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2023/11/image-scaled.jpg,,
